,date,team,location,opponent,outcome,active,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus,player_id,name
20746,2005-11-24,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,1230,1,4,0,0,0,0,0,0,3,1,0,0,2,2,1.9,-5,snower01,Eric Snow
20747,2005-11-26,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,True,1737,3,5,0,0,1,2,2,1,3,2,1,1,4,7,8.2,3,snower01,Eric Snow
20748,2005-11-30,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,True,1692,2,5,0,0,0,0,0,1,2,3,0,0,3,4,4.8,-9,snower01,Eric Snow
20749,2005-12-02,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.SEATTLE_SUPERSONICS,Outcome.LOSS,True,1333,1,2,0,0,0,0,0,3,6,0,0,0,2,2,5.3,-6,snower01,Eric Snow
20750,2005-12-03,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,True,1477,2,5,0,0,0,0,1,1,4,1,1,2,1,4,4.4,-14,snower01,Eric Snow
20751,2005-12-06,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,True,2039,4,5,0,0,1,2,0,4,3,1,0,1,2,9,9.2,10,snower01,Eric Snow
20752,2005-12-09,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,1859,0,0,0,0,0,0,0,0,5,2,1,2,2,0,3.4,-11,snower01,Eric Snow
20753,2005-12-10,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,1905,2,4,0,0,2,2,0,3,5,0,0,0,3,6,7.2,-6,snower01,Eric Snow
20754,2005-12-13,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,True,1555,1,3,0,0,1,2,1,4,6,1,1,0,6,3,6.3,9,snower01,Eric Snow
20755,2005-12-15,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,True,1976,0,1,0,0,0,0,1,1,3,1,0,5,3,0,-2.8,3,snower01,Eric Snow
20756,2005-12-17,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,True,1433,3,4,0,0,1,1,0,4,5,0,0,1,4,7,7.5,21,snower01,Eric Snow
20757,2005-12-20,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,True,1377,0,1,0,0,0,0,0,2,6,1,1,0,1,0,5.4,22,snower01,Eric Snow
20758,2005-12-22,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,True,2107,1,3,0,0,7,7,1,0,5,0,0,1,1,9,10.1,10,snower01,Eric Snow
20759,2005-12-23,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,1378,1,3,0,0,1,2,0,3,1,0,0,1,2,3,0.7,6,snower01,Eric Snow
20760,2005-12-26,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,1678,6,9,0,1,0,0,0,2,6,0,0,1,1,12,11.5,7,snower01,Eric Snow
20761,2005-12-27,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,1981,5,9,0,1,0,0,0,1,5,1,0,2,4,10,6.9,13,snower01,Eric Snow
20762,2005-12-31,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,True,1719,2,6,0,0,2,2,0,0,2,0,0,0,4,6,2.4,7,snower01,Eric Snow
20763,2006-01-04,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,1560,0,3,0,0,5,8,0,2,4,1,0,3,2,5,2.3,-14,snower01,Eric Snow
20764,2006-01-05,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,1764,3,8,0,1,0,0,1,1,5,0,0,3,1,6,2.7,-14,snower01,Eric Snow
20765,2006-01-07,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,1785,3,8,0,0,1,2,0,2,4,0,1,3,4,7,1.7,-3,snower01,Eric Snow
20766,2006-01-10,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.LOSS,True,2196,1,5,0,0,0,0,1,2,4,0,0,2,3,2,-0.2,-4,snower01,Eric Snow
20767,2006-01-12,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,2080,4,5,0,0,1,2,0,1,4,2,0,1,3,9,9.6,9,snower01,Eric Snow
20768,2006-01-14,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,True,2090,3,7,0,0,0,0,1,1,4,0,0,1,3,6,3.9,-18,snower01,Eric Snow
20769,2006-01-15,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,2013,3,5,0,0,1,2,0,4,6,0,0,2,2,7,6.9,18,snower01,Eric Snow
20770,2006-01-18,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,True,1878,2,7,0,1,2,2,1,3,7,1,0,3,3,6,5.2,7,snower01,Eric Snow
20771,2006-01-20,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,True,2017,2,8,0,0,0,2,0,5,5,1,0,1,3,4,2.2,-18,snower01,Eric Snow
20772,2006-01-21,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,True,1566,2,3,0,0,0,0,0,3,4,2,0,3,1,4,5.0,7,snower01,Eric Snow
20773,2006-01-24,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,1755,1,3,0,0,2,4,1,2,5,0,1,2,1,4,4.6,21,snower01,Eric Snow
20774,2006-01-25,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,True,1694,4,8,0,0,1,4,1,0,8,3,0,0,3,9,11.9,6,snower01,Eric Snow
20775,2006-01-27,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,True,1837,4,4,0,0,1,2,1,1,3,3,0,3,2,9,9.7,7,snower01,Eric Snow
20776,2006-01-29,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,True,1340,2,7,0,0,0,0,1,1,3,0,0,2,5,4,-1.0,-4,snower01,Eric Snow
20777,2006-01-30,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,1596,1,5,0,0,0,0,0,4,7,0,0,1,3,2,2.8,13,snower01,Eric Snow
20778,2006-02-01,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.WIN,True,1778,4,7,0,0,0,0,0,8,3,0,0,2,3,8,6.0,4,snower01,Eric Snow
20779,2006-02-02,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,1634,1,3,0,0,0,0,0,3,1,0,1,1,3,2,0.4,-6,snower01,Eric Snow
20780,2006-02-04,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.LOSS,True,1941,0,4,0,0,0,0,0,2,5,1,1,1,4,0,0.4,-14,snower01,Eric Snow
20781,2006-02-06,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,1562,1,4,0,0,0,0,1,3,1,0,0,1,0,2,0.9,8,snower01,Eric Snow
20782,2006-02-08,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,907,1,6,0,0,0,2,1,3,0,0,0,0,2,2,-1.8,-14,snower01,Eric Snow
20783,2006-02-10,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,2069,4,10,1,2,2,2,4,1,4,1,0,1,2,11,10.7,-15,snower01,Eric Snow
20784,2006-02-11,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,True,1925,6,8,0,0,0,0,0,0,3,3,1,3,2,12,10.8,-4,snower01,Eric Snow
20785,2006-02-13,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,True,2184,3,7,0,0,0,0,1,2,6,0,1,2,3,6,5.3,6,snower01,Eric Snow
20786,2006-02-15,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,True,2804,1,10,0,0,2,2,1,6,7,1,0,1,6,4,2.4,2,snower01,Eric Snow
20787,2006-02-21,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,True,1864,3,5,0,0,0,0,0,2,7,0,0,1,5,6,6.2,7,snower01,Eric Snow
20788,2006-02-22,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,True,1468,0,5,0,0,0,0,0,2,8,0,0,2,2,0,-0.1,-15,snower01,Eric Snow
20789,2006-02-24,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,1762,2,4,0,1,0,0,1,0,5,1,1,4,2,4,3.1,-20,snower01,Eric Snow
20790,2006-02-26,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,1681,2,4,0,0,1,2,1,2,2,1,0,4,4,5,0.7,-16,snower01,Eric Snow
20791,2006-02-27,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,True,1551,2,4,0,0,0,0,0,2,2,1,1,2,2,4,2.9,-10,snower01,Eric Snow
20792,2006-03-01,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.LOSS,True,1848,3,6,0,0,0,0,0,4,1,1,0,0,1,6,5.5,-8,snower01,Eric Snow
20793,2006-03-02,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,True,2455,5,8,0,0,4,4,1,2,8,2,0,1,3,14,17.1,7,snower01,Eric Snow
20794,2006-03-05,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,2163,2,6,0,0,1,1,0,0,7,2,0,1,1,5,7.1,8,snower01,Eric Snow
20795,2006-03-07,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,True,2354,7,12,0,1,0,0,0,0,11,2,0,1,5,14,15.1,20,snower01,Eric Snow
20796,2006-03-08,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,True,2130,5,10,0,0,0,0,1,2,6,0,0,1,2,10,8.7,-1,snower01,Eric Snow
20797,2006-03-10,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,True,1978,0,6,0,0,1,2,0,0,5,1,0,1,1,1,-0.5,-16,snower01,Eric Snow
20798,2006-03-12,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,2218,2,6,0,0,0,0,0,2,4,0,0,2,6,4,-0.4,6,snower01,Eric Snow
20799,2006-03-14,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,1835,1,7,0,0,1,2,1,1,5,1,0,1,2,3,1.8,-10,snower01,Eric Snow
20800,2006-03-17,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,True,1753,0,2,0,0,1,2,0,1,5,1,0,1,3,1,1.8,14,snower01,Eric Snow
20801,2006-03-19,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,True,2010,0,0,0,0,2,2,0,1,2,2,0,2,4,2,2.1,-6,snower01,Eric Snow
20802,2006-03-22,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,2252,4,7,0,0,1,1,1,5,5,4,2,4,5,9,10.8,-7,snower01,Eric Snow
20803,2006-03-24,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,True,1393,3,6,0,0,2,4,1,1,2,0,1,1,3,8,5.1,-1,snower01,Eric Snow
20804,2006-03-26,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.WIN,True,1404,0,3,0,0,0,0,0,6,3,1,0,0,1,0,2.4,-19,snower01,Eric Snow
20805,2006-03-29,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,True,1327,0,5,0,0,2,2,0,3,5,1,0,2,3,2,0.7,1,snower01,Eric Snow
20806,2006-04-01,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,True,1328,1,2,0,0,0,0,0,0,3,3,0,2,3,2,2.9,-4,snower01,Eric Snow
20807,2006-04-02,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,1964,1,5,0,0,0,0,0,2,3,1,0,2,6,2,-1.8,8,snower01,Eric Snow
20808,2006-04-04,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,1089,0,3,0,0,0,0,1,1,6,0,0,0,3,0,1.9,21,snower01,Eric Snow
20809,2006-04-05,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,True,1187,1,1,0,0,1,2,0,1,2,0,0,3,0,3,1.0,-6,snower01,Eric Snow
20810,2006-04-08,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.WIN,True,1173,0,3,0,0,2,2,0,2,4,2,0,0,4,2,3.7,15,snower01,Eric Snow
20811,2006-04-10,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Outcome.WIN,True,1472,1,3,0,0,0,0,0,0,3,2,0,2,4,2,0.8,-1,snower01,Eric Snow
20812,2006-04-12,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,1249,2,4,0,0,0,0,0,2,1,0,0,1,2,4,1.5,-10,snower01,Eric Snow
20813,2006-04-13,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,True,1684,1,2,0,0,0,0,0,1,2,2,0,2,1,2,2.3,6,snower01,Eric Snow
20814,2006-04-16,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,975,0,4,0,0,0,0,0,2,0,0,0,0,1,0,-2.6,-6,snower01,Eric Snow
20815,2006-04-17,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,True,2038,4,9,0,1,4,5,0,4,9,2,0,1,2,12,14.6,18,snower01,Eric Snow
20816,2006-04-19,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,1201,2,4,0,0,2,2,0,0,2,0,0,2,0,6,3.4,20,snower01,Eric Snow
20817,2005-11-12,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2,snydeki01,Kirk Snyder
20818,2005-11-15,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,743,2,6,1,2,2,2,1,0,1,0,0,1,3,7,2.8,2,snydeki01,Kirk Snyder
20819,2005-11-16,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,True,1652,5,10,0,3,1,1,2,2,5,0,0,2,2,11,8.7,2,snydeki01,Kirk Snyder
20820,2005-11-18,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,1352,3,6,2,3,3,6,0,4,1,0,0,1,1,11,7.3,17,snydeki01,Kirk Snyder
20821,2005-11-19,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,True,2185,2,4,0,1,4,4,0,5,6,0,0,0,2,8,10.9,10,snydeki01,Kirk Snyder
20822,2005-11-21,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,True,1449,1,5,0,0,3,6,2,4,3,1,0,1,0,5,5.4,3,snydeki01,Kirk Snyder
20823,2005-11-23,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,239,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2.7,1,snydeki01,Kirk Snyder
20824,2005-11-28,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,True,720,2,5,0,2,2,2,1,1,2,0,0,2,1,6,3.3,-1,snydeki01,Kirk Snyder
20825,2005-12-03,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,89,1,1,1,1,0,0,0,0,1,0,0,0,0,3,3.4,8,snydeki01,Kirk Snyder
20826,2005-12-06,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,578,4,5,0,1,2,2,0,0,0,1,0,0,0,10,9.1,-3,snydeki01,Kirk Snyder
20827,2005-12-07,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,True,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,snydeki01,Kirk Snyder
20828,2005-12-09,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,1,snydeki01,Kirk Snyder
20829,2005-12-11,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,True,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7,7,snydeki01,Kirk Snyder
20830,2005-12-21,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,True,720,2,5,1,2,0,0,0,0,1,0,1,0,0,5,3.7,6,snydeki01,Kirk Snyder
20831,2005-12-23,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,390,1,2,0,1,0,0,1,0,0,0,0,0,0,2,1.7,-3,snydeki01,Kirk Snyder
20832,2005-12-28,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,True,377,1,1,0,0,2,2,1,0,0,0,0,0,0,4,4.4,-7,snydeki01,Kirk Snyder
20833,2005-12-29,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,693,2,8,0,3,2,2,1,1,0,0,0,1,1,6,0.8,-7,snydeki01,Kirk Snyder
20834,2005-12-31,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,829,1,4,0,1,2,2,2,4,1,0,0,1,2,4,3.1,-4,snydeki01,Kirk Snyder
20835,2006-01-02,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,1548,1,5,0,0,1,2,2,4,0,2,1,3,1,3,1.4,-3,snydeki01,Kirk Snyder
20836,2006-01-04,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,True,1642,5,11,3,4,0,0,3,0,2,0,1,1,4,13,8.9,13,snydeki01,Kirk Snyder
20837,2006-01-06,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,True,2122,9,15,1,3,3,4,3,3,1,1,4,0,2,22,21.4,1,snydeki01,Kirk Snyder
20838,2006-01-07,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,True,971,2,6,0,1,0,0,1,1,4,0,2,3,0,4,2.8,-7,snydeki01,Kirk Snyder
20839,2006-01-10,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,True,1355,5,10,3,4,0,0,1,4,0,0,0,0,3,13,8.7,-5,snydeki01,Kirk Snyder
20840,2006-01-13,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,True,1965,5,10,1,3,2,2,2,3,2,1,1,1,1,13,12.0,9,snydeki01,Kirk Snyder
20841,2006-01-14,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.WIN,True,1553,3,9,1,4,0,0,2,0,2,1,0,2,2,7,2.9,-6,snydeki01,Kirk Snyder
20842,2006-01-16,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,1318,2,3,0,0,2,2,1,1,0,1,0,3,6,6,1.3,16,snydeki01,Kirk Snyder
20843,2006-01-18,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,True,1345,2,7,0,2,0,0,1,3,2,0,0,3,4,4,-1.7,-1,snydeki01,Kirk Snyder
20844,2006-01-20,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,1417,4,10,2,2,2,2,1,0,2,2,0,3,2,12,6.9,0,snydeki01,Kirk Snyder
20845,2006-01-21,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,True,1835,4,9,0,1,1,1,1,3,3,0,0,1,3,9,5.8,7,snydeki01,Kirk Snyder
20846,2006-01-23,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,True,1344,2,7,0,1,0,0,1,3,1,1,0,1,1,4,1.8,-12,snydeki01,Kirk Snyder
20847,2006-01-25,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,1330,1,6,0,0,0,1,1,0,1,0,0,0,2,2,-1.6,-19,snydeki01,Kirk Snyder
20848,2006-01-28,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,True,1722,4,6,2,2,0,0,0,3,1,1,0,1,2,10,8.2,10,snydeki01,Kirk Snyder
20849,2006-01-30,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,1458,3,7,2,2,0,0,0,0,1,1,1,0,1,8,6.3,-6,snydeki01,Kirk Snyder
20850,2006-02-01,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,1817,6,13,2,4,1,1,0,2,1,0,0,0,1,15,9.2,9,snydeki01,Kirk Snyder
20851,2006-02-04,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,True,1584,5,7,0,0,1,1,1,3,0,0,0,1,4,11,7.1,-1,snydeki01,Kirk Snyder
20852,2006-02-06,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,882,2,6,1,2,0,0,1,2,0,0,0,1,3,5,0.7,-6,snydeki01,Kirk Snyder
20853,2006-02-08,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.SEATTLE_SUPERSONICS,Outcome.WIN,True,2733,6,13,1,6,3,5,0,2,12,0,0,5,0,16,12.5,12,snydeki01,Kirk Snyder
20854,2006-02-10,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,True,1510,3,7,0,2,3,4,2,0,5,1,1,1,1,9,10.1,19,snydeki01,Kirk Snyder
20855,2006-02-11,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,1962,9,12,2,2,8,10,1,2,2,1,0,1,4,28,23.5,15,snydeki01,Kirk Snyder
20856,2006-02-13,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,1602,7,12,1,4,2,3,0,4,3,2,0,1,3,17,14.1,-2,snydeki01,Kirk Snyder
20857,2006-02-15,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,True,1789,8,17,1,4,5,6,1,3,1,0,1,1,2,22,14.1,9,snydeki01,Kirk Snyder
20858,2006-02-21,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,1135,2,6,0,1,0,0,2,1,2,0,0,1,2,4,1.9,-15,snydeki01,Kirk Snyder
20859,2006-02-22,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,True,1609,4,8,0,2,1,1,0,1,2,2,1,3,2,9,5.6,-3,snydeki01,Kirk Snyder
